date,open,high,low,close,volume,score,state,phase,reasons
2025-06-26,4928.5,4949.86,4914.96,4916.56,1185210338.0,56,转,观察,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；近3日低点抬高 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8；放量冲高回落 -10
2025-06-27,4924.23,4955.24,4910.16,4913.66,1184280892.0,51,转,观察,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8；放量冲高回落 -10
2025-06-30,4919.31,4957.1,4917.55,4954.23,1090230429.0,81,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；收盘位于日内上60% +5；当日上涨 +5；成交量高于20日均量 +6
2025-07-01,4955.77,4968.91,4936.12,4966.82,1098962582.0,86,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于20日均量 +6
2025-07-02,4961.86,4961.86,4935.38,4947.14,1137346816.0,61,转,观察,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；成交量高于20日均量 +6
2025-07-03,4949.66,4980.64,4947.01,4976.66,1035847920.0,75,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；收盘位于日内上60% +5；当日上涨 +5
2025-07-04,4974.9,5013.8,4953.03,4969.21,1128197869.0,56,转,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；近3日低点抬高 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8；放量冲高回落 -10
2025-07-07,4962.12,4970.9,4955.6,4966.1,979361651.0,65,转,观察,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；近3日低点抬高 +5；收盘位于日内上60% +5
2025-07-08,4966.15,5020.84,4966.15,5018.79,1117266257.0,100,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2025-07-09,5019.98,5039.66,4999.61,5008.5,1182836774.0,56,转,观察,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；近3日低点抬高 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8；放量冲高回落 -10
2025-07-10,5006.56,5047.22,5000.92,5026.49,1221526033.0,95,多,试攻,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2025-07-11,5028.25,5082.59,5016.74,5045.76,1366849168.0,95,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2025-07-14,5050.63,5063.56,5047.57,5052.93,1180429470.0,81,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；当日上涨 +5；成交量高于20日均量 +6
2025-07-15,5052.21,5069.2,5003.96,5042.65,1259948772.0,61,转,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8
2025-07-16,5042.19,5065.2,5025.57,5044.13,1036858251.0,60,转,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；当日上涨 +5
2025-07-17,5042.04,5090.82,5041.14,5090.82,1064794193.0,80,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5
2025-07-18,5097.66,5112.58,5089.44,5110.45,1093213277.0,80,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5
2025-07-21,5121.52,5157.43,5119.36,5156.72,1325020906.0,100,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2025-07-22,5159.01,5189.07,5139.23,5188.27,1461562566.0,100,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2025-07-23,5193.88,5219.17,5166.37,5173.47,1500275115.0,56,转,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；近3日低点抬高 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8；放量冲高回落 -10
2025-07-24,5170.7,5229.1,5170.7,5229.1,1475049795.0,100,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2025-07-25,5229.45,5234.78,5205.9,5220.95,1382146895.0,66,转,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；近3日低点抬高 +5；成交量高于20日均量 +6
2025-07-28,5223.98,5242.28,5204.29,5238.8,1241587095.0,81,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；收盘位于日内上60% +5；当日上涨 +5；成交量高于20日均量 +6
2025-07-29,5233.47,5263.08,5208.24,5262.32,1263859556.0,81,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；收盘位于日内上60% +5；当日上涨 +5；成交量高于20日均量 +6
2025-07-30,5254.58,5279.8,5204.95,5241.33,1316106441.0,61,转,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；成交量高于20日均量 +6
2025-07-31,5228.7,5238.28,5152.86,5168.75,1357243322.0,26,空,防守,风险缓冲 +15；收盘价站上MA20 +10；MA5>MA10>MA20 +10；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8；放量冲高回落 -10；收盘跌破MA10 -5
2025-08-01,5164.9,5187.93,5136.19,5161.09,1103304275.0,30,空,防守,风险缓冲 +15；收盘价站上MA20 +10；MA5>MA10>MA20 +10；收盘跌破MA10 -5
2025-08-04,5138.14,5199.57,5136.51,5199.57,1014578214.0,30,空,防守,风险缓冲 +15；收盘价站上MA20 +10；收盘位于日内上60% +5；当日上涨 +5；收盘跌破MA10 -5
2025-08-05,5210.97,5239.87,5208.15,5239.87,1102893238.0,60,转,观察,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5
2025-08-06,5236.14,5272.28,5233.64,5272.08,1172747952.0,84,多,试攻,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；上涨日放量 +6
2025-08-07,5276.35,5284.78,5243.37,5271.11,1207774224.0,65,转,观察,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；近3日低点抬高 +5；收盘位于日内上60% +5；成交量高于5日均量 +8；下跌日放量 -8
2025-08-08,5261.23,5276.62,5246.07,5258.78,1170814263.0,60,转,观察,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；近3日低点抬高 +5；成交量高于5日均量 +8；下跌日放量 -8
2025-08-11,5266.65,5320.01,5266.65,5310.51,1226655129.0,94,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；上涨日放量 +6
2025-08-12,5311.16,5328.66,5295.2,5328.4,1203244308.0,94,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；上涨日放量 +6
2025-08-13,5334.37,5386.25,5334.37,5382.35,1367370219.0,100,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2025-08-14,5386.03,5404.76,5327.82,5336.83,1468056220.0,51,转,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8；放量冲高回落 -10
2025-08-15,5324.87,5417.79,5324.87,5412.02,1432880474.0,95,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2025-08-18,5438.86,5517.04,5426.38,5486.57,1734370784.0,95,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2025-08-19,5487.21,5518.26,5468.22,5483.45,1601754934.0,56,转,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；近3日低点抬高 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8；放量冲高回落 -10
2025-08-20,5461.55,5536.5,5441.16,5536.44,1533793695.0,81,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；收盘位于日内上60% +5；当日上涨 +5；成交量高于20日均量 +6
2025-08-21,5548.62,5567.18,5505.53,5529.21,1555435506.0,61,转,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；成交量高于20日均量 +6
2025-08-22,5527.57,5620.43,5527.57,5620.43,1546474519.0,86,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于20日均量 +6
2025-08-25,5664.34,5729.77,5652.39,5722.08,1902442122.0,100,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2025-08-26,5703.87,5749.03,5685.94,5715.79,1641386990.0,66,转,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；近3日低点抬高 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8
2025-08-27,5721.21,5770.26,5615.16,5615.16,1925212428.0,31,空,防守,风险缓冲 +15；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8；放量冲高回落 -10；放量大跌 -10
2025-08-28,5607.01,5704.02,5548.47,5703.55,1779703414.0,85,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2025-08-29,5702.45,5753.83,5684.97,5723.95,1586925830.0,76,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；当日上涨 +5；成交量高于20日均量 +6
2025-09-01,5749.48,5770.16,5718.09,5769.45,1601948367.0,86,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于20日均量 +6
2025-09-02,5768.33,5769.73,5639.77,5684.0,1700168126.0,51,转,主升,风险缓冲 +15；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；成交量高于20日均量 +6
2025-09-03,5699.22,5707.58,5590.05,5615.64,1454866131.0,30,空,主升,风险缓冲 +15；收盘价站上MA20 +10；MA5>MA10>MA20 +10；收盘跌破MA10 -5
2025-09-04,5621.17,5634.26,5437.35,5502.11,1565733792.0,0,空,防守,风险缓冲 +15；成交量高于20日均量 +6；收盘跌破MA10 -5；收盘跌破MA20 -10；近3日累计跌幅<=-3% -10
2025-09-05,5506.06,5645.99,5482.64,5642.59,1406722030.0,30,空,防守,风险缓冲 +15；收盘价站上MA20 +10；收盘位于日内上60% +5；当日上涨 +5；收盘跌破MA10 -5
2025-09-08,5652.52,5687.73,5626.4,5681.23,1443471754.0,60,转,观察,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5
2025-09-09,5659.69,5682.8,5603.42,5629.75,1315203244.0,30,空,防守,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA20 +10；收盘跌破MA10 -5
2025-09-10,5625.38,5666.39,5598.76,5641.21,1204948520.0,40,转,观察,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA20 +10；收盘位于日内上60% +5；当日上涨 +5；收盘跌破MA10 -5
2025-09-11,5632.74,5769.36,5605.67,5769.36,1401705790.0,89,多,试攻,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；上涨日放量 +6
2025-09-12,5766.97,5801.44,5748.6,5759.29,1521179508.0,50,转,观察,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；近3日低点抬高 +5；成交量高于5日均量 +8；下跌日放量 -8；放量冲高回落 -10
2025-09-15,5773.41,5792.65,5758.65,5764.16,1400859300.0,69,转,观察,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；近3日低点抬高 +5；当日上涨 +5；成交量高于5日均量 +8；上涨日放量 +6；放量冲高回落 -10
2025-09-16,5772.21,5795.34,5724.6,5790.93,1516202632.0,89,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；上涨日放量 +6
2025-09-17,5785.7,5836.91,5773.78,5829.84,1464806383.0,89,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；上涨日放量 +6
2025-09-18,5824.03,5879.01,5707.2,5766.72,1894146833.0,41,转,观察,风险缓冲 +15；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8；放量冲高回落 -10
2025-09-19,5766.13,5789.07,5729.45,5749.1,1454911142.0,45,转,观察,风险缓冲 +15；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10
2025-09-22,5760.18,5778.7,5726.73,5778.26,1251805786.0,55,转,观察,风险缓冲 +15；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；收盘位于日内上60% +5；当日上涨 +5
2025-09-23,5790.0,5792.06,5649.03,5742.37,1516945475.0,35,空,防守,风险缓冲 +15；收盘价站上MA20 +10；MA5>MA10>MA20 +10；收盘位于日内上60% +5；成交量高于5日均量 +8；下跌日放量 -8；收盘跌破MA10 -5
2025-09-24,5712.15,5822.49,5705.24,5821.91,1295472872.0,65,转,观察,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；创近5日收盘新高 +10；收盘位于日内上60% +5；当日上涨 +5
2025-09-25,5817.65,5859.44,5812.94,5831.15,1291586631.0,75,多,试攻,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；当日上涨 +5
2025-09-26,5808.48,5830.86,5760.9,5760.9,1204732806.0,30,空,防守,风险缓冲 +15；收盘价站上MA20 +10；MA5>MA10>MA20 +10；收盘跌破MA10 -5
2025-09-29,5768.01,5862.93,5747.68,5840.45,1244090592.0,75,多,试攻,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；收盘位于日内上60% +5；当日上涨 +5
2025-09-30,5855.98,5885.78,5849.26,5875.46,1187291509.0,75,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；收盘位于日内上60% +5；当日上涨 +5
2025-10-09,5907.33,5967.43,5892.7,5952.85,1476297664.0,100,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2025-10-10,5921.22,5932.32,5837.84,5855.65,1456163192.0,31,空,主升,风险缓冲 +15；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8；放量冲高回落 -10；放量大跌 -10
2025-10-13,5663.38,5843.91,5663.38,5833.96,1409994522.0,56,转,主升,风险缓冲 +15；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；收盘位于日内上60% +5；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8
2025-10-14,5880.25,5896.14,5719.03,5741.33,1538608247.0,0,空,防守,风险缓冲 +15；MA5>MA10>MA20 +10；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8；放量冲高回落 -10；收盘跌破MA10 -5；收盘跌破MA20 -10；放量大跌 -10
2025-10-15,5748.18,5827.3,5714.87,5826.49,1269940254.0,40,转,观察,风险缓冲 +15；收盘价站上MA20 +10；MA5>MA10>MA20 +10；收盘位于日内上60% +5；当日上涨 +5；收盘跌破MA10 -5
2025-10-16,5807.58,5843.78,5782.0,5800.59,1186382547.0,0,空,防守,风险缓冲 +15；收盘跌破MA10 -5；收盘跌破MA20 -10
2025-10-17,5793.66,5808.81,5647.36,5652.46,1238307766.0,0,空,防守,风险缓冲 +15；收盘跌破MA10 -5；收盘跌破MA20 -10
2025-10-20,5710.0,5732.15,5669.44,5697.16,1091282525.0,5,空,防守,风险缓冲 +15；当日上涨 +5；收盘跌破MA10 -5；收盘跌破MA20 -10
2025-10-21,5715.58,5791.76,5704.98,5788.83,1196483575.0,39,空,防守,风险缓冲 +15；收盘价站上MA5 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；上涨日放量 +6；收盘跌破MA10 -5；收盘跌破MA20 -10
2025-10-22,5754.09,5787.59,5741.08,5764.93,1098008066.0,15,空,防守,风险缓冲 +15；收盘价站上MA5 +10；近3日低点抬高 +5；收盘跌破MA10 -5；收盘跌破MA20 -10
2025-10-23,5748.49,5779.54,5690.74,5772.78,1136699344.0,20,空,防守,风险缓冲 +15；收盘价站上MA5 +10；收盘位于日内上60% +5；当日上涨 +5；收盘跌破MA10 -5；收盘跌破MA20 -10
2025-10-24,5793.73,5842.57,5793.73,5842.57,1177523722.0,79,多,试攻,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；创近5日收盘新高 +10；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；上涨日放量 +6
2025-10-27,5891.07,5918.77,5869.07,5913.07,1315646127.0,90,多,试攻,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2025-10-28,5890.55,5938.08,5872.25,5893.14,1211236814.0,50,转,观察,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；近3日低点抬高 +5；成交量高于5日均量 +8；下跌日放量 -8
2025-10-29,5899.03,5961.19,5892.68,5961.19,1293240992.0,90,多,主升,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2025-10-30,5947.63,5960.69,5893.59,5898.9,1399412747.0,36,空,主升,风险缓冲 +15；收盘价站上MA10 +10；收盘价站上MA20 +10；近3日低点抬高 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8；放量冲高回落 -10
2025-10-31,5894.14,5927.83,5866.46,5866.65,1379171778.0,41,转,观察,风险缓冲 +15；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8；放量冲高回落 -10
2025-11-03,5866.53,5889.01,5809.49,5888.68,1314360706.0,61,转,观察,风险缓冲 +15；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；收盘位于日内上60% +5；当日上涨 +5；成交量高于20日均量 +6
2025-11-04,5880.39,5888.62,5794.04,5827.93,1250611433.0,10,空,防守,风险缓冲 +15；MA5>MA10>MA20 +10；收盘跌破MA10 -5；收盘跌破MA20 -10
2025-11-05,5752.72,5867.27,5752.35,5847.93,1271713483.0,30,空,防守,风险缓冲 +15；收盘价站上MA20 +10；收盘位于日内上60% +5；当日上涨 +5；收盘跌破MA10 -5
2025-11-06,5861.82,5921.76,5861.82,5918.75,1292671508.0,71,多,试攻,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；创近5日收盘新高 +10；收盘位于日内上60% +5；当日上涨 +5；成交量高于20日均量 +6
2025-11-07,5894.5,5931.86,5881.18,5903.58,1252212660.0,50,转,观察,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；近3日低点抬高 +5
2025-11-10,5919.87,5931.14,5886.45,5926.66,1346953560.0,90,多,试攻,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；创近5日收盘新高 +10；近3日低点抬高 +5；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2025-11-11,5940.83,5944.36,5888.7,5895.64,1269227731.0,56,转,观察,风险缓冲 +15；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；近3日低点抬高 +5；成交量高于20日均量 +6
2025-11-12,5881.34,5902.92,5832.2,5871.63,1266887915.0,36,空,防守,风险缓冲 +15；收盘价站上MA20 +10；MA5>MA10>MA20 +10；成交量高于20日均量 +6；收盘跌破MA10 -5
2025-11-13,5869.04,5948.64,5868.77,5948.0,1304751441.0,95,多,试攻,风险缓冲 +15；收盘价站上MA5 +10；收盘价站上MA10 +10；收盘价站上MA20 +10；MA5>MA10>MA20 +10；创近5日收盘新高 +10；收盘位于日内上60% +5；当日上涨 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；上涨日放量 +6
2025-11-14,5899.56,5939.04,5872.13,5872.13,1329413023.0,31,空,防守,风险缓冲 +15；收盘价站上MA20 +10；MA5>MA10>MA20 +10；近3日低点抬高 +5；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8；放量冲高回落 -10；收盘跌破MA10 -5
2025-11-17,5870.66,5881.43,5839.44,5864.13,1281682744.0,16,空,防守,风险缓冲 +15；MA5>MA10>MA20 +10；成交量高于20日均量 +6；收盘跌破MA10 -5；收盘跌破MA20 -10
2025-11-18,5849.76,5860.45,5786.45,5809.6,1326405240.0,0,空,防守,风险缓冲 +15；成交量高于5日均量 +8；成交量高于20日均量 +6；下跌日放量 -8；放量冲高回落 -10；收盘跌破MA10 -5；收盘跌破MA20 -10
2025-11-19,5804.93,5826.83,5766.2,5793.29,1170825264.0,0,空,防守,风险缓冲 +15；收盘跌破MA10 -5；收盘跌破MA20 -10
2025-11-20,5828.71,5833.75,5751.97,5755.79,1159700299.0,0,空,防守,风险缓冲 +15；收盘跌破MA10 -5；收盘跌破MA20 -10
